 suite name label n test
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
158 gzip test_fileobj_mode pass 1 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            m = gzip.READ
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, m)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
159 gzip test_fileobj_mode pass 10 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='xbt')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
160 gzip test_fileobj_mode pass 2 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            m = gzip.WRITE
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, m)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, m)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, m)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
161 gzip test_fileobj_mode pass 3 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='zzz')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
162 gzip test_fileobj_mode pass 4 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
163 gzip test_fileobj_mode pass 5 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
164 gzip test_fileobj_mode pass 6 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
165 gzip test_fileobj_mode pass 7 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    m = gzip.READ
                    self.assertEqual(g.mode, m)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
166 gzip test_fileobj_mode pass 8 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    m = gzip.WRITE
                    self.assertEqual(g.mode, m)

"
167 gzip test_fileobj_mode pass 9 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='wbt')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
168 string test_basic_formatter fail 1 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), "" foo "")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
169 string test_basic_formatter fail 10 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}+-{1}"", ""bar"", 6), ""foo6bar-+6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
170 string test_basic_formatter fail 2 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foo bar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
171 string test_basic_formatter fail 3 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{1}-{0}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
172 string test_basic_formatter fail 4 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-bar"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
173 string test_basic_formatter fail 5 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
174 string test_basic_formatter fail 6 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(ValueError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
175 string test_basic_formatter fail 7 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(ValueError, string.Formatter.format)

"
176 string test_basic_formatter fail 8 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
177 string test_basic_formatter fail 9 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}+{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
179 string test_basic_formatter pass 1 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo2""), ""foo2"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
180 string test_basic_formatter pass 10 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{0}{0}-{1}"", ""bar"", 6), ""foobarbar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
181 string test_basic_formatter pass 2 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo-{0}"", ""bar""), ""foo-bar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
182 string test_basic_formatter pass 3 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar2""), ""foobar2"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
183 string test_basic_formatter pass 4 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 10), ""foo10bar-10"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
184 string test_basic_formatter pass 5 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        r = ""foo""
        self.assertEqual(fmt.format(r), r)
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
185 string test_basic_formatter pass 6 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, string.Formatter.format)
        self.assertRaises(TypeError, fmt.format)

"
186 string test_basic_formatter pass 7 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""zzz{1}{0}-{1}"", ""bar"", 6), ""zzz6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
187 string test_basic_formatter pass 8 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""--foo{0}"", ""--""), ""--foo--"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""bar"", 6), ""foo6bar-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
188 string test_basic_formatter pass 9 "    import string
    ...
    def test_basic_formatter(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""foo""), ""foo"")
        self.assertEqual(fmt.format(""foo{0}"", ""bar""), ""foobar"")
        self.assertEqual(fmt.format(""foo{1}{0}-{1}"", ""zzz"", 6), ""foo6zzz-6"")
        self.assertRaises(TypeError, fmt.format)
        self.assertRaises(TypeError, string.Formatter.format)

"
189 string test_format_keyword_arguments fail 1 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), 'test')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
190 string test_format_keyword_arguments fail 10 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg1}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
191 string test_format_keyword_arguments fail 2 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(ValueError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
192 string test_format_keyword_arguments fail 3 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(ValueError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
193 string test_format_keyword_arguments fail 4 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(ValueError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
194 string test_format_keyword_arguments fail 5 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(ValueError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
195 string test_format_keyword_arguments fail 6 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        fmt.format(format_string=""-{arg}-"", arg='test')

"
196 string test_format_keyword_arguments fail 7 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='-test-'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
197 string test_format_keyword_arguments fail 8 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""{arg}"", arg='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
198 string test_format_keyword_arguments fail 9 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg1='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
200 string test_format_keyword_arguments pass 1 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""{arg}"", arg='test'), 'test')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
201 string test_format_keyword_arguments pass 10 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        r = '-test-'
        self.assertEqual(fmt.format(""-{arg}-"", arg='test'), r)
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), r)
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         r)
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
        with self.assertRaisesRegex(TypeError, ""format_string""):
            fmt.format(format_string=""-{arg}-"", arg='test')

"
202 string test_format_keyword_arguments pass 2 "    import string
    ...
    def test_format_keyword_arguments(self):
        fmt = string.Formatter()
        self.assertEqual(fmt.format(""-{arg}-"", arg='-test-'), '--test--')
        self.assertRaises(KeyError, fmt.format, ""-{arg}-"")
        self.assertEqual(fmt.format(""-{self}-"", self='test'), '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{self}-"")
        self.assertEqual(fmt.format(""-{format_string}-"", format_string='test'),
                         '-test-')
        self.assertRaises(KeyError, fmt.format, ""-{format_string}-"")
